LakeName,Year,ResidentialCount,AgriculturalCount,CommercialCount,IndustrialCount,PublicCount,AvgSeasonalLakeGrade,AvgSecchiDepth,AvgPhosphorus,ResidentialProportion,AgriculturalProportion,CommercialProportion,IndustrialProportion,PublicProportion,TotalCount
Miller Lake,2013,76,145,4,0,10,1,0.586363636,0.1995,0.323404255,0.617021277,0.017021277,0,0.042553191,235
Minnetoga Lake,2013,1894,0,46,8,14,2,2.322222222,0.035111111,0.965341488,0,0.023445464,0.004077472,0.007135576,1962
Minnetonka Lake,2013,292,0,14,0,12,#N/A,#N/A,#N/A,0.918238994,0,0.044025157,0,0.037735849,318
Minnewashta Lake,2013,2288,1,97,2,101,3,2.37,0.0175,0.919244677,0.000401768,0.038971474,0.000803536,0.040578546,2489
Mitchell Lake,2013,1703,0,58,24,80,2,1.566666667,0.039153846,0.913136729,0,0.031099196,0.012868633,0.042895442,1865
Mooney Lake,2013,4506,48,416,340,148,#N/A,#N/A,#N/A,0.825577134,0.00879443,0.076218395,0.062293881,0.02711616,5458
Moore Lake,2013,4552,0,162,60,558,#N/A,#N/A,#N/A,0.853713428,0,0.030382596,0.011252813,0.104651163,5332
Myers Lake,2013,56,106,13,8,4,#N/A,#N/A,#N/A,0.299465241,0.56684492,0.069518717,0.042780749,0.021390374,187
Nokomis Lake,2013,37953,0,7248,3967,3545,#N/A,#N/A,#N/A,0.719993171,0,0.137499289,0.075256578,0.067250963,52713
Normandale Lake,2013,4044,0,266,38,108,#N/A,#N/A,#N/A,0.907540395,0,0.059694794,0.008527828,0.024236984,4456
North Twin Lake,2013,122,20,0,0,28,#N/A,0,0.019916667,0.717647059,0.117647059,0,0,0.164705882,170
Northwood Lake,2013,6005,0,298,268,59,1,0.87,0.1539,0.905731523,0,0.04494721,0.040422323,0.008898944,6630
O'Connors Lake,2013,76,50,12,0,28,3,1.483333333,0.03,0.457831325,0.301204819,0.072289157,0,0.168674699,166
O'Dowd Lake,2013,7219,58,120,0,389,2,1.492307692,0.02925,0.927176984,0.007449268,0.015412278,0,0.049961469,7786
Oak Lake,2013,63,70,4,0,11,#N/A,#N/A,#N/A,0.425675676,0.472972973,0.027027027,0,0.074324324,148
Ohmans Lake,2013,1022,191,87,272,23,4,3,0.025214286,0.640752351,0.119749216,0.054545455,0.170532915,0.014420063,1595
Olson Lake,2013,825,6,10,0,62,4,3.820833333,0.015583333,0.913621262,0.006644518,0.011074197,0,0.068660022,903
Oneka Lake,2013,807,242,36,0,82,#N/A,#N/A,#N/A,0.69151671,0.207369323,0.030848329,0,0.070265638,1167
Orchard Lake,2013,2263,40,14,0,18,4,3.103571429,0.0165,0.969164882,0.017130621,0.005995717,0,0.007708779,2335
Otter Lake,2013,2073,61,22,22,105,#N/A,#N/A,#N/A,0.908015769,0.026719229,0.009636443,0.009636443,0.045992116,2283
Owasso Lake,2013,4187,0,126,6,195,#N/A,#N/A,#N/A,0.927558706,0,0.027913159,0.001329198,0.043198937,4514
Ox Yoke Lake,2013,298,89,35,0,0,#N/A,#N/A,#N/A,0.706161137,0.210900474,0.082938389,0,0,422
Pamela Pond,2013,3181,0,162,28,17,#N/A,#N/A,#N/A,0.938902007,0,0.047815821,0.008264463,0.00501771,3388
Parkers Lake,2013,4060,8,428,331,198,#N/A,#N/A,#N/A,0.807960199,0.00159204,0.085174129,0.065870647,0.039402985,5025
Parley Lake,2013,770,58,122,26,31,#N/A,#N/A,#N/A,0.764647468,0.057596822,0.121151936,0.025819265,0.030784508,1007
Patterson Lake,2013,58,82,0,0,3,#N/A,#N/A,#N/A,0.405594406,0.573426573,0,0,0.020979021,143
Peltier Lake,2013,1089,172,80,26,294,#N/A,#N/A,#N/A,0.655629139,0.103552077,0.048163757,0.015653221,0.177001806,1661
Penn Lake,2013,15962,2,2525,1355,106,1,0.715384615,0.118153846,0.800100251,0.000100251,0.126566416,0.067919799,0.005313283,19950
Pepin Lake,2013,53,112,2,0,12,#N/A,#N/A,#N/A,0.296089385,0.625698324,0.011173184,0,0.067039106,179
Peter Lake,2013,336,100,32,26,22,#N/A,#N/A,#N/A,0.651162791,0.19379845,0.062015504,0.050387597,0.042635659,516
Phalen Lake,2013,25270,0,1165,224,1677,#N/A,#N/A,#N/A,0.891798419,0,0.041113778,0.007905138,0.059182665,28336
Pickerel Lake,2013,2801,813,70,32,247,#N/A,#N/A,#N/A,0.706787787,0.205147615,0.017663386,0.008074691,0.06232652,3963
Pierson Lake,2013,233,46,6,0,14,#N/A,#N/A,#N/A,0.779264214,0.153846154,0.02006689,0,0.046822742,299
Pike Lake,2013,2502,0,98,34,107,#N/A,#N/A,#N/A,0.912805545,0,0.035753375,0.012404232,0.039036848,2741
Pine Tree Lake,2013,307,38,22,0,18,4,2.75,0.018363636,0.797402597,0.098701299,0.057142857,0,0.046753247,385
Plaisted Lake,2013,56,54,0,0,14,2,2.08,0.050692308,0.451612903,0.435483871,0,0,0.112903226,124
Pleasant Lake,2013,2453,1231,118,0,322,#N/A,#N/A,#N/A,0.594810863,0.298496605,0.028612997,0,0.078079534,4124
Pomerleau Lake,2013,6298,121,88,22,395,#N/A,#N/A,#N/A,0.909589832,0.017475448,0.012709417,0.003177354,0.057047949,6924
Powers Lake,2013,505,0,42,0,126,4,4.836923077,0.293653846,0.750371471,0,0.062407132,0,0.187221397,673
Priebe Lake,2013,5701,0,148,0,191,#N/A,#N/A,#N/A,0.943874172,0,0.024503311,0,0.031622517,6040
Raven Lake,2013,3574,117,137,0,2,#N/A,#N/A,#N/A,0.933159269,0.030548303,0.035770235,0,0.000522193,3830
Rebecca Lake,2013,205,2,73,26,43,#N/A,#N/A,#N/A,0.58739255,0.005730659,0.209169054,0.074498567,0.123209169,349
Red Rock Lake,2013,2011,2,150,137,57,#N/A,#N/A,#N/A,0.853203224,0.000848536,0.063640221,0.058124735,0.024183284,2357
Regional Park Lake,2013,5533,297,282,0,614,2,1.975714286,0.050142857,0.822628605,0.044157003,0.041926851,0,0.091287541,6726
Reitz Lake,2013,528,138,24,0,50,2,1.366666667,0.092666667,0.713513514,0.186486486,0.032432432,0,0.067567568,740
Reshanau Lake,2013,1253,4,2,0,222,1,0.8,0.117714286,0.846049966,0.002700878,0.001350439,0,0.149898717,1481
Rest Area Pond,2013,110,34,28,0,66,1,0.8975,0.126083333,0.462184874,0.142857143,0.117647059,0,0.277310924,238
Rice Elm Lake,2013,8184,77,862,590,201,#N/A,#N/A,#N/A,0.825499294,0.007766794,0.086947751,0.059511801,0.020274359,9914
Riley Lake,2013,2255,10,208,0,196,2,1.415384615,0.048428571,0.844885725,0.003746722,0.07793181,0,0.073435744,2669
Rogers Lake,2013,3217,0,260,58,2,#N/A,0,0.018777778,0.909527848,0,0.073508623,0.016398077,0.000565451,3537
Rutz Lake,2013,234,84,22,6,45,#N/A,#N/A,#N/A,0.598465473,0.21483376,0.056265985,0.015345269,0.115089514,391
Ryan Lake,2013,7379,2,671,268,42,#N/A,#N/A,#N/A,0.882444391,0.000239177,0.080243961,0.032049749,0.005022722,8362
Sand Lake,2013,138,62,0,0,64,#N/A,1.823333333,0,0.522727273,0.234848485,0,0,0.242424242,264
Sarah Lake,2013,486,88,20,4,25,#N/A,#N/A,#N/A,0.780096308,0.141252006,0.032102729,0.006420546,0.040128411,623
Scheuble Lake,2013,480,54,8,0,20,#N/A,#N/A,#N/A,0.854092527,0.096085409,0.014234875,0,0.035587189,562
Schmidt Lake,2013,2598,0,56,12,97,#N/A,#N/A,#N/A,0.940282302,0,0.020267825,0.004343105,0.035106768,2763
Schroeder Pond,2013,43,48,0,0,16,#N/A,#N/A,#N/A,0.401869159,0.448598131,0,0,0.14953271,107
Schultz Lake,2013,4428,217,41,14,0,#N/A,#N/A,#N/A,0.94212766,0.046170213,0.008723404,0.002978723,0,4700
Schutz Lake,2013,106,0,0,0,13,#N/A,#N/A,#N/A,0.890756303,0,0,0,0.109243697,119
Scout Lake,2013,15157,0,418,39,7,2,0.939285714,0.075142857,0.970296396,0,0.02675885,0.002496639,0.000448115,15621
Sea Lake,2013,86,78,0,0,8,#N/A,#N/A,#N/A,0.5,0.453488372,0,0,0.046511628,172
Sed Basin Adj to Valley Lake,2013,6295,5,365,0,2,#N/A,#N/A,#N/A,0.94420279,0.000749963,0.054747263,0,0.000299985,6667
Seidl Lake,2013,9781,2,782,214,39,#N/A,#N/A,#N/A,0.904141246,0.000184877,0.072286929,0.019781845,0.003605103,10818
Shady Oak Lake,2013,3053,0,1097,607,417,#N/A,#N/A,#N/A,0.590065713,0,0.212021647,0.117317356,0.080595284,5174
Shavers Lake,2013,1407,0,133,0,54,#N/A,#N/A,#N/A,0.882685069,0,0.083437892,0,0.033877039,1594
Shields Lake,2013,483,130,26,0,114,1,1.213333333,0.167,0.641434263,0.172642762,0.034528552,0,0.151394422,753
Silver Lake,2013,5295,0,378,47,244,#N/A,#N/A,#N/A,0.887826962,0,0.063380282,0.007880617,0.04091214,5964
Simley Lake,2013,14538,252,412,42,284,2,1.357142857,0.046,0.936244204,0.016228748,0.026532715,0.002704791,0.018289541,15528
Smetana Lake,2013,1257,0,3229,497,2530,3,2.17,0.0455,0.167309996,0,0.429788367,0.066152003,0.336749634,7513
Snail Lake,2013,2700,2,72,0,77,#N/A,#N/A,#N/A,0.947036128,0.000701508,0.025254297,0,0.027008067,2851
South Oak Lake,2013,4942,0,543,488,139,1,0.64,0.0871,0.808573298,0,0.088841623,0.079842932,0.022742147,6112
South Rice Lake,2013,8310,0,1143,318,28,#N/A,#N/A,#N/A,0.848045719,0,0.116644556,0.032452291,0.002857434,9799
South Twin Lake,2013,657,6,16,0,135,#N/A,#N/A,#N/A,0.807125307,0.007371007,0.01965602,0,0.165847666,814
Spring Lake,2013,475,0,0,0,50,1,0.855,0.1827,0.904761905,0,0,0,0.095238095,525
St. Joe Lake,2013,368,0,0,0,21,#N/A,2.483333333,0.013333333,0.946015424,0,0,0,0.053984576,389
Staring Lake,2013,3901,26,187,46,283,#N/A,#N/A,#N/A,0.878010353,0.005851902,0.042088679,0.010353365,0.063695701,4443
Stieger Lake,2013,659,9,73,6,99,#N/A,#N/A,#N/A,0.778959811,0.010638298,0.086288416,0.007092199,0.117021277,846
Success Lake,2013,16000,239,757,191,323,#N/A,#N/A,#N/A,0.913763564,0.013649343,0.043232439,0.010908053,0.018446602,17510
Sucker Lake,2013,3226,0,64,12,57,#N/A,#N/A,#N/A,0.960404882,0,0.01905329,0.003572492,0.016969336,3359
Sullivan Lake,2013,4844,0,342,134,312,#N/A,#N/A,#N/A,0.860085227,0,0.060724432,0.023792614,0.055397727,5632
Sunfish Lake,2013,2563,24,145,0,108,1,1.308095238,0.0383,0.902464789,0.008450704,0.051056338,0,0.038028169,2840
Sunnybrook Lake,2013,247,22,56,0,72,#N/A,#N/A,#N/A,0.622166247,0.055415617,0.141057935,0,0.181360202,397
Sunset Lake,2013,323,46,0,0,16,4,2.671428571,0.011571429,0.838961039,0.119480519,0,0,0.041558442,385
Sunset Pond,2013,12748,4,535,191,478,3,2.225,0.043416667,0.913442247,0.000286615,0.038334766,0.01368587,0.034250502,13956
Susan Lake,2013,1675,7,165,68,101,2,1.276923077,0.055769231,0.830853175,0.003472222,0.081845238,0.033730159,0.050099206,2016
Swede Lake,2013,233,138,24,2,10,0,0.5,0.298,0.572481572,0.339066339,0.058968059,0.004914005,0.024570025,407
Sweeney Lake,2013,2025,0,11870,11764,11739,2,1.144444444,0.036444444,0.054147281,0,0.317396652,0.314562276,0.313893791,37398
Tamarack Lake,2013,301,13,0,0,35,#N/A,#N/A,#N/A,0.862464183,0.037249284,0,0,0.100286533,349
Tanners Lake,2013,12205,0,431,2,652,#N/A,#N/A,#N/A,0.918359669,0,0.032430399,0.000150489,0.049059443,13290
Terrapin Lake,2013,164,80,0,0,82,#N/A,3.5,0,0.503067485,0.245398773,0,0,0.251533742,326
Thole Lake,2013,897,243,12,0,19,#N/A,#N/A,#N/A,0.766011956,0.207514944,0.010247652,0,0.016225448,1171
Thomas Lake,2013,11329,0,81,0,2,#N/A,#N/A,#N/A,0.992726954,0,0.007097792,0,0.000175254,11412
Tiger Lake,2013,36,166,12,0,12,#N/A,#N/A,#N/A,0.159292035,0.734513274,0.053097345,0,0.053097345,226
Twin Lake,2013,4374,0,450,53,27,3,2.612195122,0.052630435,0.891924959,0,0.091761827,0.010807504,0.00550571,4904
Upper Prior Lake,2013,1965,0,49,0,183,2,1.961111111,0.048444444,0.894401457,0,0.022303141,0,0.083295403,2197
Vadnais Lake,2013,2684,2,71,6,123,#N/A,#N/A,#N/A,0.93000693,0.000693001,0.024601525,0.002079002,0.042619543,2886
Valentine Lake,2013,1168,0,154,34,61,#N/A,#N/A,#N/A,0.824276641,0,0.108680311,0.023994354,0.043048694,1417
Valley Lake,2013,7184,24,74,4,4,0,1.154545455,0.177090909,0.985459534,0.003292181,0.010150892,0.000548697,0.000548697,7290
Virginia Lake,2013,791,4,6,0,51,#N/A,#N/A,#N/A,0.928403756,0.004694836,0.007042254,0,0.059859155,852
Wabasso Lake,2013,1010,0,183,70,63,#N/A,#N/A,#N/A,0.761689291,0,0.13800905,0.052790347,0.047511312,1326
Waconia Lake,2013,465,45,9,0,13,3,2.838461538,0.031384615,0.87406015,0.084586466,0.016917293,0,0.02443609,532
Wasserman Lake,2013,721,14,19,2,85,#N/A,#N/A,#N/A,0.857312723,0.016646849,0.022592152,0.002378121,0.101070155,841
Weaver Lake,2013,5192,222,140,6,238,#N/A,#N/A,#N/A,0.8954812,0.038289065,0.024146257,0.00103484,0.041048637,5798
Weber Pond,2013,103,0,32,0,30,#N/A,#N/A,#N/A,0.624242424,0,0.193939394,0,0.181818182,165
West Lakeland Storage Site,2013,145,4,0,0,8,#N/A,#N/A,#N/A,0.923566879,0.025477707,0,0,0.050955414,157
Westwood Lake,2013,2795,0,1715,1518,31,#N/A,1.4,0.048230769,0.461297244,0,0.283050008,0.250536392,0.005116356,6059
Whaletail Lake,2013,430,40,10,6,8,#N/A,#N/A,#N/A,0.870445344,0.08097166,0.020242915,0.012145749,0.016194332,494
White Bear Lake,2013,295,0,0,0,4,#N/A,#N/A,#N/A,0.986622074,0,0,0,0.013377926,299
White Rock Lake,2013,425,104,6,0,70,2,1.730769231,0.036230769,0.702479339,0.171900826,0.009917355,0,0.115702479,605
Wilmes Lake,2013,3274,0,134,0,436,2,0.896153846,0.069076923,0.851716961,0,0.034859521,0,0.113423517,3844
Windsor Lake,2013,1364,0,96,74,80,#N/A,#N/A,#N/A,0.845105328,0,0.059479554,0.045848823,0.049566295,1614
Wing Lake,2013,1885,0,78,0,8,1,0.977777778,0.076,0.956367326,0,0.03957382,0,0.004058853,1971
Winkler Lake,2013,55,113,8,0,13,#N/A,#N/A,#N/A,0.291005291,0.597883598,0.042328042,0,0.068783069,189
Wolsfeld Lake,2013,816,51,42,2,86,#N/A,#N/A,#N/A,0.818455366,0.05115346,0.042126379,0.002006018,0.086258776,997
Wood Lake,2013,2430,0,85,0,0,3,1.283333333,0.035083333,0.966202783,0,0.033797217,0,0,2515
Woodpile Lake,2013,185,28,4,0,74,4,3.221666667,0.031416667,0.635738832,0.096219931,0.013745704,0,0.254295533,291
Young America Lake,2013,491,20,64,18,43,#N/A,#N/A,#N/A,0.772012579,0.031446541,0.100628931,0.028301887,0.067610063,636
Zumbra Lake,2013,201,6,7,0,12,#N/A,#N/A,#N/A,0.889380531,0.026548673,0.030973451,0,0.053097345,226
Acorn Lake,2014,4930,32,223,25,678,#N/A,#N/A,#N/A,0.837296196,0.005434783,0.037873641,0.004245924,0.115149457,5888
Alice Lake,2014,586,18,24,0,213,#N/A,1.8525,0.020666667,0.696789536,0.021403092,0.028537455,0,0.253269917,841
Alimagnet Lake,2014,5232,0,83,0,2,1,0.966666667,0.0825,0.984013541,0,0.015610307,0,0.000376152,5317
Anderson Pond,2014,2440,0,109,10,4,2,1.366666667,0.07,0.952009364,0,0.042528287,0.003901678,0.001560671,2563
Ann Lake,2014,1054,4,104,16,68,#N/A,#N/A,#N/A,0.845906902,0.003210273,0.083467095,0.012841091,0.054574639,1246
Ardmore Lake,2014,473,19,65,10,14,#N/A,#N/A,#N/A,0.814113597,0.032702238,0.111876076,0.017211704,0.024096386,581
Armstrong Lake,2014,2327,26,340,0,601,#N/A,0.704,0.0656,0.706435944,0.007893139,0.103217972,0,0.182452945,3294
Assumption Lake,2014,522,804,10,0,160,#N/A,#N/A,#N/A,0.348930481,0.537433155,0.006684492,0,0.106951872,1496
Aue Lake,2014,69,120,7,0,10,#N/A,#N/A,#N/A,0.334951456,0.582524272,0.033980583,0,0.048543689,206
Bald Eagle Lake,2014,952,0,0,0,79,#N/A,#N/A,#N/A,0.923375364,0,0,0,0.076624636,1031
Baldwin Lake,2014,1974,20,72,4,185,#N/A,#N/A,#N/A,0.875388027,0.00886918,0.031929047,0.001773836,0.082039911,2255
Barker Lake,2014,87,90,0,0,14,2,1.255833333,0.0675,0.455497382,0.471204188,0,0,0.073298429,191
Barnes Lake,2014,102,54,4,2,20,#N/A,#N/A,#N/A,0.56043956,0.296703297,0.021978022,0.010989011,0.10989011,182
Bass Lake,2014,187,68,0,0,14,3,2.32,0.027611111,0.695167286,0.252788104,0,0,0.05204461,269
Battle Creek Lake,2014,1897,12,300,0,416,#N/A,#N/A,#N/A,0.722666667,0.004571429,0.114285714,0,0.15847619,2625
Bavaria Lake,2014,1724,48,2,0,129,2,1.723076923,0.037384615,0.905937993,0.025223332,0.001050972,0,0.067787704,1903
Bay Pond,2014,553,80,0,0,126,0,0.875,0.171166667,0.72859025,0.105401845,0,0,0.166007905,759
Benton Lake,2014,491,91,65,25,55,0,0.441666667,0.273166667,0.675378267,0.125171939,0.089408528,0.034387895,0.07565337,727
Benz Lake,2014,80,26,0,0,10,#N/A,1.664166667,0.065083333,0.689655172,0.224137931,0,0,0.086206897,116
Berliner Lake,2014,885,307,99,18,86,#N/A,#N/A,#N/A,0.634408602,0.220071685,0.070967742,0.012903226,0.061648746,1395
Beutel Pond,2014,1267,20,78,0,216,#N/A,#N/A,#N/A,0.801391524,0.012650221,0.049335863,0,0.136622391,1581
Big Carnelian Lake,2014,316,20,0,0,32,4,5.259166667,0.046692308,0.858695652,0.054347826,0,0,0.086956522,368
Big Marine Lake,2014,39,22,0,0,122,4,3.668333333,0.014333333,0.213114754,0.120218579,0,0,0.666666667,183
Big Woods Lake,2014,102,13,26,118,61,0,0.475,0.167083333,0.31875,0.040625,0.08125,0.36875,0.190625,320
Birch Lake,2014,4010,30,352,90,229,#N/A,#N/A,#N/A,0.851199321,0.006368075,0.074718743,0.019104224,0.048609637,4711
Bone Lake,2014,164,64,0,0,20,2,1.340909091,0.039590909,0.661290323,0.258064516,0,0,0.080645161,248
Brand Lake,2014,830,204,165,20,175,#N/A,#N/A,#N/A,0.595408895,0.146341463,0.118364419,0.014347202,0.12553802,1394
Braunworth Lake,2014,284,48,20,4,27,#N/A,#N/A,#N/A,0.74151436,0.125326371,0.052219321,0.010443864,0.070496084,383
Brick Pond,2014,1447,4,370,0,366,#N/A,#N/A,#N/A,0.661636946,0.001828989,0.169181527,0,0.167352538,2187
Brickyard Clayhole Lake,2014,1118,4,90,12,144,4,3.730769231,0.021384615,0.817251462,0.002923977,0.065789474,0.00877193,0.105263158,1368
Bryant Lake,2014,425,0,129,42,14,#N/A,#N/A,#N/A,0.696721311,0,0.21147541,0.068852459,0.02295082,610
Buck Lake,2014,356,89,0,0,14,#N/A,1.911538462,0.086153846,0.775599129,0.193899782,0,0,0.030501089,459
Burandt Lake,2014,3189,52,401,66,215,2,1.841666667,0.041,0.812898292,0.013255162,0.102217691,0.016823859,0.054804996,3923
Bush Lake,2014,8149,0,155,112,420,4,3.130833333,0.009083333,0.922249887,0,0.017541874,0.012675419,0.04753282,8836
Byllesby Lake,2014,3221,631,142,40,12,1,0.860454545,0.168333333,0.796094909,0.1559565,0.035096391,0.009886307,0.002965892,4046
Calhoun Lake,2014,6020,0,1714,33,20,#N/A,#N/A,#N/A,0.773083344,0,0.22011044,0.004237832,0.002568383,7787
Campbell Lake,2014,163,354,13,2,11,#N/A,#N/A,#N/A,0.300184162,0.651933702,0.023941068,0.003683241,0.020257827,543
Capaul Pond,2014,100,28,0,0,16,#N/A,#N/A,#N/A,0.694444444,0.194444444,0,0,0.111111111,144
Carol Lake,2014,126,42,0,0,10,#N/A,#N/A,#N/A,0.707865169,0.235955056,0,0,0.056179775,178
Carver Lake,2014,5513,8,122,7,574,#N/A,#N/A,#N/A,0.885764781,0.001285347,0.019601542,0.001124679,0.09222365,6224
Cates Lake,2014,2187,30,26,0,222,#N/A,#N/A,#N/A,0.887221095,0.012170385,0.010547667,0,0.090060852,2465
Cedar Island Lake,2014,1603,0,369,86,24,#N/A,#N/A,#N/A,0.769932757,0,0.177233429,0.041306436,0.011527378,2082
Cedar Lake,2014,1530,473,74,0,118,1,1.063157895,0.127,0.697038724,0.215489749,0.033712984,0,0.053758542,2195
Cenaiko Lake,2014,19753,6,574,314,1117,#N/A,#N/A,#N/A,0.907599706,0.000275685,0.026373828,0.014427495,0.051323286,21764
Centerville Lake,2014,947,19,22,16,235,#N/A,#N/A,#N/A,0.764326069,0.015334948,0.017756255,0.01291364,0.189669088,1239
Charley Lake,2014,1527,0,21,2,40,#N/A,#N/A,#N/A,0.960377358,0,0.013207547,0.001257862,0.025157233,1590
Christmas Lake,2014,4243,0,339,19,177,#N/A,#N/A,#N/A,0.888028464,0,0.070950188,0.003976559,0.037044789,4778
Chub Lake,2014,4784,673,189,21,112,#N/A,#N/A,#N/A,0.827824883,0.116456134,0.03270462,0.003633847,0.019380516,5779
Clear Lake,2014,3257,212,529,0,821,4,4.815,0.011666667,0.675866362,0.04399253,0.109773812,0,0.170367296,4819
Cleary Lake,2014,887,132,1,0,42,#N/A,#N/A,#N/A,0.835216573,0.124293785,0.00094162,0,0.039548023,1062
Cloverdale Lake,2014,250,0,38,0,36,#N/A,#N/A,#N/A,0.771604938,0,0.117283951,0,0.111111111,324
Cobblecrest Lake,2014,4655,0,252,44,71,#N/A,0.5,0.083,0.926921545,0,0.050179211,0.00876145,0.014137794,5022
Cobblestone Lake,2014,11096,121,365,58,4,2,0.89,0.0558,0.952937135,0.010391618,0.031346616,0.004981106,0.000343525,11644
Colby Lake,2014,5239,26,30,0,757,1,0.915,0.11675,0.865664243,0.0042961,0.004957039,0,0.125082617,6052
Coon Lake,2014,2392,210,347,8,636,#N/A,#N/A,#N/A,0.665738937,0.05844698,0.096576677,0.002226552,0.177010854,3593
Cornelia Lake,2014,2304,0,115,4,30,1,0.463333333,0.080833333,0.939258051,0,0.04688137,0.001630656,0.012229923,2453
Courthouse Lake,2014,2163,67,164,34,418,4,4.330769231,0.027692308,0.760014055,0.023541813,0.057624736,0.011946592,0.146872804,2846
Cowley Lake,2014,2529,69,269,145,48,#N/A,#N/A,#N/A,0.826470588,0.02254902,0.087908497,0.047385621,0.015686275,3060
Crane Lake,2014,2310,0,204,14,60,#N/A,1.091666667,0.040083333,0.892581144,0,0.078825348,0.005409583,0.023183926,2588
Crooked Lake,2014,31772,207,1665,442,2310,#N/A,#N/A,#N/A,0.872953072,0.005687438,0.045746785,0.012144192,0.063468513,36396
Crystal Lake,2014,1734,0,16,0,0,2,1.96,0.0244,0.990857143,0,0.009142857,0,0,1750
Cynthia Lake,2014,291,221,10,0,31,#N/A,#N/A,#N/A,0.526220615,0.399638336,0.018083183,0,0.056057866,553
Dan Patch Lake,2014,4815,38,341,6,544,#N/A,#N/A,#N/A,0.838266017,0.006615599,0.059366295,0.001044568,0.094707521,5744
DeMontreville Lake,2014,116,8,0,0,34,4,2.84,0.01725,0.734177215,0.050632911,0,0,0.215189873,158
Dean Lake,2014,3551,38,210,0,371,#N/A,#N/A,#N/A,0.851558753,0.00911271,0.050359712,0,0.088968825,4170
Deeg Lake,2014,9402,0,418,56,6,#N/A,#N/A,#N/A,0.951426837,0,0.04229913,0.005666869,0.000607165,9882
Deep Lake,2014,492,54,1,0,12,#N/A,#N/A,#N/A,0.880143113,0.096601073,0.001788909,0,0.021466905,559
Diamond Lake,2014,1084,77,136,210,148,#N/A,#N/A,#N/A,0.654984894,0.04652568,0.082175227,0.126888218,0.089425982,1655
Downs Lake,2014,180,8,0,0,26,1,0.888333333,0.145333333,0.841121495,0.037383178,0,0,0.121495327,214
DuBay Lake,2014,2377,215,61,30,68,#N/A,2.2,0.028,0.864049437,0.078153399,0.022173755,0.010905125,0.024718284,2751
Duck Lake,2014,3176,0,46,4,127,#N/A,2.24,0.02025,0.947211452,0,0.013719058,0.001192962,0.037876528,3353
Dutch Lake,2014,1169,30,67,0,30,#N/A,#N/A,#N/A,0.902006173,0.023148148,0.051697531,0,0.023148148,1296
Eagle Lake,2014,92,239,2,0,12,0,0.719230769,0.179461538,0.266666667,0.692753623,0.005797101,0,0.034782609,345
Earley Lake,2014,4099,0,223,20,0,3,1.464285714,0.040071429,0.944035007,0,0.051358821,0.004606172,0,4342
East Lake,2014,20003,236,402,61,10,2,1.120833333,0.053727273,0.965768637,0.011394361,0.019409038,0.002945153,0.000482812,20712
East Twin Lake,2014,934,365,6,30,70,#N/A,#N/A,#N/A,0.664768683,0.259786477,0.004270463,0.021352313,0.049822064,1405
Echo Lake,2014,591,0,36,0,72,#N/A,1.918333333,0.034333333,0.845493562,0,0.051502146,0,0.103004292,699
Edina Lake,2014,2375,0,3698,3524,86,#N/A,#N/A,#N/A,0.245275225,0,0.381906434,0.363936796,0.008881545,9683
Edith Lake,2014,242,44,0,0,128,4,2.74,0.015214286,0.584541063,0.106280193,0,0,0.309178744,414
Egg Lake,2014,2669,96,155,10,560,#N/A,#N/A,#N/A,0.764756447,0.027507163,0.044412607,0.00286533,0.160458453,3490
Fahlstrom Pond,2014,94,58,4,0,20,#N/A,#N/A,#N/A,0.534090909,0.329545455,0.022727273,0,0.113636364,176
Farquar Lake,2014,6579,0,2,2,0,1,0.754,0.1256,0.999392374,0,0.000303813,0.000303813,0,6583
Fireman's Clayhole Lake,2014,1048,141,224,8,261,4,2.773076923,0.022846154,0.623067776,0.083828775,0.133174792,0.004756243,0.155172414,1682
Fish Lake,2014,15152,38,506,123,71,#N/A,0.794166667,0.115083333,0.953555695,0.002391441,0.031843927,0.007740717,0.004468219,15890
Forest Lake,2014,1539,12,476,0,400,2,1.6,0.02636,0.634116193,0.004944376,0.196126906,0,0.164812526,2427
French Lake,2014,515,136,84,148,20,#N/A,#N/A,#N/A,0.570321152,0.150609081,0.093023256,0.163898117,0.022148394,903
Friedrich's Pond,2014,65,10,0,0,26,#N/A,#N/A,#N/A,0.643564356,0.099009901,0,0,0.257425743,101
Gables Lake,2014,3961,384,34,0,446,#N/A,#N/A,#N/A,0.820932642,0.079585492,0.007046632,0,0.092435233,4825
Gaystock Lake,2014,950,163,16,4,43,#N/A,#N/A,#N/A,0.807823129,0.138605442,0.013605442,0.003401361,0.036564626,1176
George Lake,2014,692,18,22,0,108,#N/A,#N/A,#N/A,0.823809524,0.021428571,0.026190476,0,0.128571429,840
George Watch Lake,2014,1211,119,114,16,176,#N/A,0.716666667,0.108777778,0.740220049,0.072738386,0.069682152,0.009779951,0.107579462,1636
German Lake,2014,129,64,6,0,14,#N/A,2.3125,0.017083333,0.605633803,0.300469484,0.028169014,0,0.0657277,213
Gervais Lake,2014,1752,2,120,2,137,#N/A,#N/A,#N/A,0.870342772,0.000993542,0.059612519,0.000993542,0.068057625,2013
Glen Lake,2014,502,0,49,104,18,#N/A,#N/A,#N/A,0.745913819,0,0.072808321,0.154531947,0.026745914,673
Goetschel Lake,2014,238,36,30,0,84,#N/A,#N/A,#N/A,0.613402062,0.092783505,0.077319588,0,0.216494845,388
