lake_name,yr,qlty
Golden Lake,1985,1.0
Golden Lake,2006,2.0
Golden Lake,1986,2.0
Golden Lake,1989,0.0
Golden Lake,1987,1.0
Golden Lake,1996,2.0
Golden Lake,1988,0.0
Golden Lake,2004,1.0
Golden Lake,2010,2.0
Golden Lake,2007,2.0
Golden Lake,2002,1.0
Golden Lake,1991,0.0
Golden Lake,2009,2.0
Golden Lake,2008,2.0
Golden Lake,1990,0.0
Golden Lake,2000,2.0
Golden Lake,1997,1.0
Golden Lake,1998,2.0
